dataset,sentenceid,sentence,category,sub_cat,polarity,aspect_term
14_laptop_train,1553,"Great battery, speed, display.",,,positive,speed
14_laptop_train,1553,"Great battery, speed, display.",,,positive,battery
14_laptop_train,1069,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",,,negative,software
14_laptop_train,1069,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",,,negative,fingerprint reader driver
14_laptop_train,1069,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",,,negative,Bluetooth
14_laptop_train,2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,,,positive,Mozzilla firfox
14_laptop_train,2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,,,negative,safari
14_laptop_train,3020,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",,,positive,look and feel standpoint
14_laptop_train,526,It caught a virus that completely wiped out my hard drive in a matter of hours.,,,negative,hard drive
14_laptop_train,2351,"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.",,,positive,boots up
14_laptop_train,2574,"I play a lot of casual games online, and the touchpad is very responsive.",,,positive,touchpad
14_laptop_train,2938,I wish the volume could be louder and the mouse didnt break after only a month.,,,negative,mouse
14_laptop_train,1654,"It's applications are terrific, including the replacements for Microsoft office.",,,positive,applications
14_laptop_train,911,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",,,neutral,hard drive
14_laptop_train,1566,Only thing I would want to add to this is an internal bluray read/write drive.,,,negative,bluray read/write drive
14_laptop_train,878,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",,,negative,tech store
14_laptop_train,3049,"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",,,negative,inbuilt applications
14_laptop_train,2333,"Obviously one of the most important features of any computer is the ""human interface.",,,neutral,human interface
14_laptop_train,2333,"Obviously one of the most important features of any computer is the ""human interface.",,,neutral,features
14_laptop_train,2796,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,,,negative,games
14_laptop_train,308,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,,,negative,trackpad
14_laptop_train,308,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,,,neutral,external mouse
14_laptop_train,3049,"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",,,negative,Software
14_laptop_train,3081,Once I removed all the software the laptop loads in 15-20 seconds.,,,neutral,loads
14_laptop_train,569,But the screen size is not that bad for email and web browsing.,,,neutral,web browsing
14_laptop_train,569,But the screen size is not that bad for email and web browsing.,,,positive,screen size
14_laptop_train,505,"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",,,negative,running
14_laptop_train,505,"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",,,negative,CD drive
14_laptop_train,3043,I always use a backup hard disk to store important files at all times.,,,neutral,hard disk
14_laptop_train,541,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,,,negative,warrentys
14_laptop_train,541,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,,,positive,warrenty
14_laptop_train,3081,Once I removed all the software the laptop loads in 15-20 seconds.,,,negative,software
14_laptop_train,2660,The body is a bit cheaply made so it will be interesting to see how long it holds up.,,,negative,body
14_laptop_train,206,The i5 blows my desktop out of the water when it comes to rendering videos.,,,negative,i5
14_laptop_train,2138,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",,,neutral,antivirus software
14_laptop_train,1770,"It has far exceeded my expectations for power, storage, and abilitiy.",,,positive,abilitiy
14_laptop_train,1770,"It has far exceeded my expectations for power, storage, and abilitiy.",,,positive,storage
14_laptop_train,1770,"It has far exceeded my expectations for power, storage, and abilitiy.",,,positive,power
14_laptop_train,1256,Wasted me at least 8 hours of installation time.,,,negative,installation time
14_laptop_train,2137,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",,,positive,software
14_laptop_train,2811,"Fan vents to the side, so no cooling pad needed, great feature!",,,positive,feature
14_laptop_train,2811,"Fan vents to the side, so no cooling pad needed, great feature!",,,neutral,cooling pad
14_laptop_train,2811,"Fan vents to the side, so no cooling pad needed, great feature!",,,positive,Fan
14_laptop_train,2928,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,,,positive,mouse
